101
0.00000000e+00 4.00000000e+00 
1.00000000e-02 3.99960000e+00 
2.00000000e-02 3.99840000e+00 
3.00000000e-02 3.99640000e+00 
4.00000000e-02 3.99360000e+00 
5.00000000e-02 3.99000000e+00 
6.00000000e-02 3.98560000e+00 
7.00000000e-02 3.98040000e+00 
8.00000000e-02 3.97440000e+00 
9.00000000e-02 3.96760000e+00 
1.00000000e-01 3.96000000e+00 
1.10000000e-01 3.95160000e+00 
1.20000000e-01 3.94240000e+00 
1.30000000e-01 3.93240000e+00 
1.40000000e-01 3.92160000e+00 
1.50000000e-01 3.91000000e+00 
1.60000000e-01 3.89760000e+00 
1.70000000e-01 3.88440000e+00 
1.80000000e-01 3.87040000e+00 
1.90000000e-01 3.85560000e+00 
2.00000000e-01 3.84000000e+00 
2.10000000e-01 3.82360000e+00 
2.20000000e-01 3.80640000e+00 
2.30000000e-01 3.78840000e+00 
2.40000000e-01 3.76960000e+00 
2.50000000e-01 3.75000000e+00 
2.60000000e-01 3.72960000e+00 
2.70000000e-01 3.70840000e+00 
2.80000000e-01 3.68640000e+00 
2.90000000e-01 3.66360000e+00 
3.00000000e-01 3.64000000e+00 
3.10000000e-01 3.61560000e+00 
3.20000000e-01 3.59040000e+00 
3.30000000e-01 3.56440000e+00 
3.40000000e-01 3.53760000e+00 
3.50000000e-01 3.51000000e+00 
3.60000000e-01 3.48160000e+00 
3.70000000e-01 3.45240000e+00 
3.80000000e-01 3.42240000e+00 
3.90000000e-01 3.39160000e+00 
4.00000000e-01 3.36000000e+00 
4.10000000e-01 3.32760000e+00 
4.20000000e-01 3.29440000e+00 
4.30000000e-01 3.26040000e+00 
4.40000000e-01 3.22560000e+00 
4.50000000e-01 3.19000000e+00 
4.60000000e-01 3.15360000e+00 
4.70000000e-01 3.11640000e+00 
4.80000000e-01 3.07840000e+00 
4.90000000e-01 3.03960000e+00 
5.00000000e-01 3.00000000e+00 
5.10000000e-01 2.95960000e+00 
5.20000000e-01 2.91840000e+00 
5.30000000e-01 2.87640000e+00 
5.40000000e-01 2.83360000e+00 
5.50000000e-01 2.79000000e+00 
5.60000000e-01 2.74560000e+00 
5.70000000e-01 2.70040000e+00 
5.80000000e-01 2.65440000e+00 
5.90000000e-01 2.60760000e+00 
6.00000000e-01 2.56000000e+00 
6.10000000e-01 2.51160000e+00 
6.20000000e-01 2.46240000e+00 
6.30000000e-01 2.41240000e+00 
6.40000000e-01 2.36160000e+00 
6.50000000e-01 2.31000000e+00 
6.60000000e-01 2.25760000e+00 
6.70000000e-01 2.20440000e+00 
6.80000000e-01 2.15040000e+00 
6.90000000e-01 2.09560000e+00 
7.00000000e-01 2.04000000e+00 
7.10000000e-01 1.98360000e+00 
7.20000000e-01 1.92640000e+00 
7.30000000e-01 1.86840000e+00 
7.40000000e-01 1.80960000e+00 
7.50000000e-01 1.75000000e+00 
7.60000000e-01 1.68960000e+00 
7.70000000e-01 1.62840000e+00 
7.80000000e-01 1.56640000e+00 
7.90000000e-01 1.50360000e+00 
8.00000000e-01 1.44000000e+00 
8.10000000e-01 1.37560000e+00 
8.20000000e-01 1.31040000e+00 
8.30000000e-01 1.24440000e+00 
8.40000000e-01 1.17760000e+00 
8.50000000e-01 1.11000000e+00 
8.60000000e-01 1.04160000e+00 
8.70000000e-01 9.72400000e-01 
8.80000000e-01 9.02400000e-01 
8.90000000e-01 8.31600000e-01 
9.00000000e-01 7.60000000e-01 
9.10000000e-01 6.87600000e-01 
9.20000000e-01 6.14400000e-01 
9.30000000e-01 5.40400000e-01 
9.40000000e-01 4.65600000e-01 
9.50000000e-01 3.90000000e-01 
9.60000000e-01 3.13600000e-01 
9.70000000e-01 2.36400000e-01 
9.80000000e-01 1.58400000e-01 
9.90000000e-01 7.96000000e-02 
1.00000000e+00 1.00000000e-03 
